time_s,delta_front_equivalent_deg,carsim_yaw_rate_deg_s,carsim_lateral_accel_g
0.64,0.008267281548734212,-0.1545595054095827,-0.0038419319429198683
0.65,0.008267281548734212,-0.1545595054095827,-0.0038419319429198683
0.66,0.008267281548734212,-0.1545595054095827,-0.0038419319429198683
0.67,0.008267281548734212,-0.1545595054095827,-0.0038419319429198683
0.68,0.008267281548734212,-0.1545595054095827,-0.0038419319429198683
0.6900000000000001,0.008267281548734212,-0.1545595054095827,-0.0038419319429198683
0.7000000000000001,0.008267281548734212,-0.1545595054095827,-0.0038419319429198683
0.71,0.008267281548734212,-0.1545595054095827,-0.0038419319429198683
0.72,0.0026075716088686174,-0.1545595054095827,-0.0038419319429198683
0.73,0.007707206085935033,-0.1545595054095827,-0.0038419319429198683
0.74,0.0054374265788014135,-0.1545595054095827,-0.0038419319429198683
0.75,-0.006176769860297738,-0.1545595054095827,-0.0038419319429198683
0.76,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.77,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.78,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.79,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.8,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.81,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.8200000000000001,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.8300000000000001,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.84,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.85,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.86,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.87,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.88,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.89,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.9,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.91,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.92,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.93,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.9400000000000001,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.9500000000000001,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.96,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.97,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.98,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
0.99,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.0,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.01,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.02,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.03,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.04,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.05,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.06,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.07,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.08,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.09,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.1,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.11,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.12,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.1300000000000001,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.1400000000000001,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.1500000000000001,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.16,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.17,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.18,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.19,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.2,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.21,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.22,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.23,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.24,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.25,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.26,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.27,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.28,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.29,-0.0020204203732089843,-0.1545595054095827,-0.0038419319429198683
1.3,0.004435186276950275,-0.1545595054095827,-0.0038419319429198683
1.31,0.010890792927109438,-0.1545595054095827,-0.0038419319429198683
1.32,0.013455348993610991,-0.1545595054095827,-0.0038419319429198683
1.33,0.013455348993610991,-0.1545595054095827,-0.0038419319429198683
1.34,0.013455348993610991,-0.1545595054095827,-0.0038419319429198683
1.35,0.013455348993610991,-0.1545595054095827,-0.0038419319429198683
1.36,0.013455348993610991,-0.1545595054095827,-0.0038419319429198683
1.37,0.013455348993610991,-0.1545595054095827,-0.0038419319429198683
1.3800000000000001,0.013455348993610991,-0.1545595054095827,-0.0038419319429198683
1.3900000000000001,0.011067658862730142,-0.1545595054095827,-0.0038419319429198683
1.4000000000000001,0.0067344434400207496,-0.1545595054095827,-0.0038419319429198683
1.41,0.013190050090179865,-0.1545595054095827,-0.0038419319429198683
1.42,0.0010747335001551808,-0.1545595054095827,-0.0038419319429198683
1.43,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.44,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.45,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.46,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.47,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.48,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.49,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.5,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.51,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.52,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
1.53,-0.0021088533410193594,-0.1545595054095827,-0.0038419319429198683
